Food,Ratio,DietID,replicate,flyID,lifespan,totaleaten,watertotal,dietremaining,waterremaining,eggs,trial
180 mg/mL,1:02,12,B,12B,12,86.68960056,138.5527599,11.8,1.5,171,I
180 mg/mL,1:02,12,B,12B,16,169.5817947,85.08421244,8.6,12.4,86,I
180 mg/mL,1:02,12,B,12B,20,72.05315799,100,16.3,0,218,I
180 mg/mL,1:01,13,B,13B,4,83.66707474,100,12.9,0,0,I
180 mg/mL,1:01,13,B,13B,8,74.73239507,83.07982327,15.6,13.1,0,I
180 mg/mL,1:01,13,B,13B,12,65.79305217,148.9004428,17.8,0,9,I
180 mg/mL,1:00,14,B,14B,4,48.3453326,78.6375562,21.3,14.5,0,I
180 mg/mL,1:00,14,B,14B,8,31.40994837,30.75473522,24.1,24.2,0,I
180 mg/mL,1:00,14,B,14B,12,43.1963256,72.83421799,22.2,16.1,23,I
180 mg/mL,1:00,14,B,14B,16,57.32535276,98.89313593,19.6,2.7,10,I
180 mg/mL,1:00,14,B,14B,20,70.45343368,80.29120964,16.7,14,5,I
180 mg/mL,1:00,14,B,14B,24,57.82360386,31.40994837,19.5,24.1,10,I
180 mg/mL,1:00,14,B,14B,28,43.1963256,100,22.2,0,4,I
180 mg/mL,1:00,14,B,14B,32,42.01449416,86.42918834,22.4,11.9,5,I
180 mg/mL,1:00,14,B,14B,36,32.06164751,90.897724,24,10,5,I
180 mg/mL,1:00,14,B,14B,40,38.38632527,97.04688213,23,5.1,2,I
180 mg/mL,1:00,14,B,14B,44,40.21594509,60.26545285,22.7,19,1,I
180 mg/mL,1:00,14,B,14B,48,50.0005185,70.45343368,21,16.7,0,I
180 mg/mL,1:00,14,B,14B,52,28.76796861,86.16592452,24.5,12,6,I
180 mg/mL,1:00,14,B,14B,55,24.69897905,26.0694902,25.1,24.9,9,I
90 mg/mL,0:01,15,B,15B,4,96.58843127,82.78180008,5.6,13.2,0,I
90 mg/mL,0:01,15,B,15B,8,64.4548781,64.4548781,18.1,18.1,0,I
90 mg/mL,0:01,15,B,15B,12,71.25957831,69.63467919,16.5,16.9,0,I
90 mg/mL,0:01,15,B,15B,16,84.52606488,61.21923053,12.6,18.8,0,I
90 mg/mL,0:01,15,B,15B,20,65.79305217,91.31029427,17.8,9.8,0,I
90 mg/mL,0:01,15,B,15B,24,83.66707474,21.91524459,12.9,25.5,0,I
90 mg/mL,0:01,15,B,15B,28,33.99570412,56.82379618,23.7,19.7,0,I
90 mg/mL,0:01,15,B,15B,32,77.95497475,99.76094381,14.7,1,0,I
90 mg/mL,0:01,15,B,15B,36,79.96648836,40.21594509,14.1,22.7,0,I
90 mg/mL,0:01,15,B,15B,40,43.7820946,99.5982318,22.1,1.4,0,I
90 mg/mL,0:01,15,B,15B,43,59.78365377,70.85807943,19.1,16.6,0,I
90 mg/mL,1:16,16,B,16B,4,68.80327034,26.74942145,17.1,24.8,0,I
90 mg/mL,1:16,16,B,16B,8,57.32535276,16.90598102,19.6,26.2,0,I
90 mg/mL,1:16,16,B,16B,12,85.63081384,100,12.2,0,0,I
90 mg/mL,1:16,16,B,16B,16,83.95631634,103.0804497,12.8,13.5,0,I
90 mg/mL,1:16,16,B,16B,20,79.63876864,64.00237016,14.2,18.2,0,I
90 mg/mL,1:16,16,B,16B,24,89.13847159,27.42580878,10.8,24.7,0,I
90 mg/mL,1:16,16,B,16B,28,84.24264413,40.21594509,12.7,22.7,0,I
90 mg/mL,1:16,16,B,16B,32,85.08421244,42.01449416,12.4,22.4,0,I
90 mg/mL,1:16,16,B,16B,36,80.29120964,40.21594509,14,22.7,0,I
90 mg/mL,1:16,16,B,16B,40,67.53233367,50.0005185,17.4,21,0,I
90 mg/mL,1:16,16,B,16B,44,71.65793595,56.31892913,16.4,19.8,0,I
90 mg/mL,1:16,16,B,16B,48,57.82360386,93.73908949,19.5,8.3,0,I
90 mg/mL,1:16,16,B,16B,52,57.32535276,32.06164751,19.6,24,0,I
90 mg/mL,1:16,16,B,16B,56,53.74476379,24.00839073,20.3,25.2,0,I
90 mg/mL,1:16,16,B,16B,60,51.08709948,56.31892913,20.8,19.8,0,I
90 mg/mL,1:16,16,B,16B,64,56.82379618,51.08709948,19.7,20.8,0,I
90 mg/mL,1:16,16,B,16B,67,50.0005185,32.06164751,21,24,0,I
90 mg/mL,1:08,17,B,17B,4,100,66.23267797,0,17.7,0,I
90 mg/mL,1:08,17,B,17B,8,84.24264413,70.85807943,12.7,16.6,0,I
90 mg/mL,1:08,17,B,17B,12,90.897724,51.08709948,10,20.8,0,I
90 mg/mL,1:08,17,B,17B,16,75.83418062,91.71209525,15.3,9.6,0,I
90 mg/mL,1:08,17,B,17B,20,53.21993032,44.36443854,20.4,22,0,I
90 mg/mL,1:08,17,B,17B,24,96.20521322,37.76952645,6,23.1,0,I
90 mg/mL,1:08,17,B,17B,28,99.5982318,100,1.4,0,0,I
90 mg/mL,1:08,17,B,17B,32,99.40791307,100,1.8,0,0,I
90 mg/mL,1:08,17,B,17B,36,94.97236151,13.21995798,7.2,26.7,0,I
90 mg/mL,1:08,17,B,17B,40,92.29474795,96.77460008,9.3,5.4,0,I
90 mg/mL,1:08,17,B,17B,44,93.85510064,98.94784976,8.2,12.7,1,I
90 mg/mL,1:08,17,B,17B,48,48.90044281,38.38632527,21.2,23,0,I
90 mg/mL,1:04,18,B,18B,4,100,80.61293879,0,13.9,0,I
90 mg/mL,1:04,18,B,18B,8,30.75473522,63.08764775,24.2,18.4,0,I
90 mg/mL,1:04,18,B,18B,12,99.68327914,72.83421799,1.2,16.1,0,I
90 mg/mL,1:04,18,B,18B,16,24.00839073,129.9636324,25.2,11.3,0,I
90 mg/mL,1:04,18,B,18B,20,99.5982318,59.29857439,1.4,19.2,0,I
90 mg/mL,1:04,18,B,18B,24,100,43.7820946,0,22.1,0,I
90 mg/mL,1:04,18,B,18B,28,128.8792826,29.43374962,3.8,24.4,71,I
90 mg/mL,1:04,18,B,18B,32,133.3586868,30.09600373,7.2,24.3,72,I
90 mg/mL,1:04,18,B,18B,36,129.3993944,72.05315799,2,16.3,18,I
90 mg/mL,1:04,18,B,18B,40,99.7230707,33.35452105,1.1,23.8,48,I
90 mg/mL,1:04,18,B,18B,44,139.2430566,84.52606488,10,12.6,37,I
90 mg/mL,1:04,18,B,18B,48,72.44525011,94.864211,16.2,7.3,42,I
90 mg/mL,1:02,19,B,19B,4,99.79681287,64.4548781,0.9,18.1,0,I
90 mg/mL,1:02,19,B,19B,8,100,62.1599484,0,18.6,0,I
90 mg/mL,1:02,19,B,19B,12,100,144.943362,0,0,0,I
90 mg/mL,1:01,20,B,20B,4,76.19529094,2.415754073,15.2,28.1,0,I
90 mg/mL,1:00,21,B,21B,4,49.45216987,100,21.1,0,0,I
45 mg/mL,0:01,22,B,22B,4,100,98.49142464,0,3.3,0,I
45 mg/mL,0:01,22,B,22B,8,76.5533354,86.16592452,15.1,12,0,I
45 mg/mL,0:01,22,B,22B,12,94.864211,100,7.3,0,0,I
45 mg/mL,0:01,22,B,22B,16,76.5533354,100,15.1,0,0,I
45 mg/mL,0:01,22,B,22B,20,88.90617683,89.81876104,10.9,10.5,0,I
45 mg/mL,0:01,22,B,22B,24,89.59475605,52.69175198,10.6,20.5,0,I
45 mg/mL,0:01,22,B,22B,28,72.83421799,100,16.1,0,0,I
45 mg/mL,0:01,22,B,22B,32,70.45343368,99.97889988,16.7,8.4,0,I
45 mg/mL,0:01,22,B,22B,36,62.1599484,118.5867297,18.6,10.5,0,I
45 mg/mL,0:01,22,B,22B,40,68.80327034,100,17.1,0,0,I
45 mg/mL,0:01,22,B,22B,44,63.54662846,87.45379899,18.3,11.5,0,I
45 mg/mL,0:01,22,B,22B,48,70.85807943,100,16.6,0,0,I
45 mg/mL,0:01,22,B,22B,52,76.19529094,87.2018987,15.2,11.6,0,I
45 mg/mL,0:01,22,B,22B,56,43.7820946,93.97034611,22.1,8.1,0,I
45 mg/mL,0:01,22,B,22B,57,26.74942145,32.70983696,24.8,23.9,0,I
45 mg/mL,1:16,23,B,23B,4,94.53493448,82.17692572,7.6,13.4,0,I
45 mg/mL,1:16,23,B,23B,8,68.80327034,60.26545285,17.1,19,0,I
45 mg/mL,1:16,23,B,23B,12,93.38650377,100,8.6,0,0,I
45 mg/mL,1:16,23,B,23B,16,83.95631634,46.0909661,12.8,21.7,0,I
45 mg/mL,1:16,23,B,23B,20,87.70287639,70.45343368,11.4,16.7,0,I
45 mg/mL,1:16,23,B,23B,24,95.2919166,100,6.9,0,0,I
45 mg/mL,1:16,23,B,23B,28,65.79305217,64.00237016,17.8,18.2,0,I
45 mg/mL,1:16,23,B,23B,32,94.864211,37.76952645,7.3,23.1,0,I
45 mg/mL,1:16,23,B,23B,36,68.80327034,33.35452105,17.1,23.8,0,I
45 mg/mL,1:16,23,B,23B,40,96.8662982,90.47431986,5.3,10.2,0,I
45 mg/mL,1:16,23,B,23B,44,64.90415756,85.35895296,18,12.3,0,I
45 mg/mL,1:16,23,B,23B,48,70.04563546,47.78683452,16.8,21.4,0,I
45 mg/mL,1:16,23,B,23B,52,56.31892913,61.21923053,19.8,18.8,0,I
45 mg/mL,1:16,23,B,23B,56,68.38280672,42.60712698,17.2,22.3,0,I
45 mg/mL,1:16,23,B,23B,60,72.83421799,40.81890775,16.1,22.6,0,I
45 mg/mL,1:16,23,B,23B,64,63.54662846,31.40994837,18.3,24.1,0,I
45 mg/mL,1:16,23,B,23B,68,73.9824336,57.82360386,15.8,19.5,1,I
45 mg/mL,1:16,23,B,23B,72,75.46999848,111.0171181,15.4,11.4,0,I
45 mg/mL,1:16,23,B,23B,76,74.35896202,48.3453326,15.7,21.3,0,I
45 mg/mL,1:16,23,B,23B,80,70.04563546,95.39678508,16.8,6.8,0,I
45 mg/mL,1:16,23,B,23B,84,72.05315799,47.78683452,16.3,21.4,0,I
45 mg/mL,1:16,23,B,23B,88,67.95916299,54.78441565,17.3,20.1,0,I
45 mg/mL,1:16,23,B,23B,92,67.10231334,63.08764775,17.5,18.4,0,I
45 mg/mL,1:16,23,B,23B,96,69.63467919,49.45216987,16.9,21.1,0,I
45 mg/mL,1:16,23,B,23B,100,73.60280398,68.80327034,15.9,17.1,0,I
45 mg/mL,1:16,23,B,23B,104,55.29924381,72.83421799,20,16.1,0,I
45 mg/mL,1:16,23,B,23B,111,91.71209525,50.0005185,9.6,21,0,I
45 mg/mL,1:08,24,B,24B,4,100,100,0,0,0,I
45 mg/mL,1:08,24,B,24B,8,179.3223436,78.97430879,12.7,14.4,0,I
45 mg/mL,1:08,24,B,24B,12,155.2992438,97.13575135,0,5,0,I
45 mg/mL,1:08,24,B,24B,16,157.3253528,63.08764775,0,18.4,0,I
45 mg/mL,1:08,24,B,24B,20,161.5533441,83.37491261,0.7,13,0,I
45 mg/mL,1:08,24,B,24B,24,170.8580794,100,0,0,0,I
45 mg/mL,1:08,24,B,24B,28,146.6596559,100,0,0,0,I
45 mg/mL,1:08,24,B,24B,32,165.7930522,130.9844967,0,3.6,2,I
45 mg/mL,1:08,24,B,24B,36,195.8078608,100,0,0,0,I
45 mg/mL,1:08,24,B,24B,40,99.96270092,100,0.3,0,1,I
45 mg/mL,1:08,24,B,24B,44,170.0456355,96.9404076,0,14.3,0,I
45 mg/mL,1:08,24,B,24B,48,151.6253414,98.27465973,0,3.6,0,I
45 mg/mL,1:08,24,B,24B,52,135.7896015,67.95916299,0.6,17.3,0,I
45 mg/mL,1:08,24,B,24B,56,148.3453326,80.29120964,0,14,0,I
45 mg/mL,1:08,24,B,24B,60,100,85.63081384,0,12.2,16,I
45 mg/mL,1:04,25,B,25B,4,39.60953012,65.35021381,22.8,17.9,0,I
45 mg/mL,1:02,26,B,26B,4,171.2595783,93.73908949,0,8.3,0,I
45 mg/mL,1:02,26,B,26B,7,187.2018987,80.29120964,0,14,0,I
45 mg/mL,1:02,26,B,26B,10,7.907281698,58.81020965,27.4,19.3,0,I
45 mg/mL,1:01,27,B,27B,4,195.0796994,100,0,0,0,I
45 mg/mL,1:01,27,B,27B,8,186.6896006,100,11.8,0,0,I
45 mg/mL,1:00,28,B,28B,4,94.53493448,100,7.6,0,0,I
360 mg/mL,0:01,1,C,1C,4,23.31424166,40.81890775,25.3,22.6,0,I
360 mg/mL,0:01,1,C,1C,8,30.09600373,66.23267797,24.3,17.7,0,I
360 mg/mL,0:01,1,C,1C,12,34.63339055,134.6333905,23.6,0,0,I
360 mg/mL,0:01,1,C,1C,16,48.3453326,100,21.3,0,0,I
360 mg/mL,0:01,1,C,1C,20,43.1963256,100,22.2,0,0,I
360 mg/mL,0:01,1,C,1C,24,30.09600373,100,24.3,0,0,I
360 mg/mL,0:01,1,C,1C,27,48.3453326,48.3453326,21.3,21.3,0,I
360 mg/mL,1:16,2,C,2C,4,38.38632527,78.6375562,23,14.5,0,I
360 mg/mL,1:16,2,C,2C,8,31.40994837,69.22055933,24.1,17,0,I
360 mg/mL,1:16,2,C,2C,12,44.36443854,126.915288,22,4.6,0,I
360 mg/mL,1:16,2,C,2C,16,52.69175198,100,20.5,0,0,I
360 mg/mL,1:16,2,C,2C,20,60.26545285,100,19,0,0,I
360 mg/mL,1:16,2,C,2C,24,59.29857439,54.26625728,19.2,20.2,0,I
360 mg/mL,1:16,2,C,2C,28,50.0005185,72.44525011,21,16.2,0,I
360 mg/mL,1:16,2,C,2C,32,73.60280398,92.10319249,15.9,9.4,0,I
360 mg/mL,1:16,2,C,2C,36,56.31892913,32.70983696,19.8,23.9,0,I
360 mg/mL,1:16,2,C,2C,40,49.45216987,30.75473522,21.1,24.2,0,I
360 mg/mL,1:16,2,C,2C,44,58.31855448,100,19.4,0,0,I
360 mg/mL,1:16,2,C,2C,48,38.38632527,34.63339055,23,23.6,2,I
360 mg/mL,1:16,2,C,2C,52,39.60953012,34.63339055,22.8,23.6,0,I
360 mg/mL,1:16,2,C,2C,56,54.78441565,58.31855448,20.1,19.4,0,I
360 mg/mL,1:16,2,C,2C,60,50.0005185,100,21,0,0,I
360 mg/mL,1:16,2,C,2C,64,37.76952645,89.59475605,23.1,10.6,0,I
360 mg/mL,1:16,2,C,2C,68,48.3453326,61.69121937,21.3,18.7,17,I
360 mg/mL,1:16,2,C,2C,72,52.69175198,100,20.5,0,9,I
360 mg/mL,1:16,2,C,2C,76,43.7820946,100,22.1,0,4,I
360 mg/mL,1:16,2,C,2C,80,54.78441565,84.80658537,20.1,12.5,18,I
360 mg/mL,1:08,3,C,3C,4,57.82360386,72.44525011,19.5,16.2,0,I
360 mg/mL,1:08,3,C,3C,8,46.65965594,75.1027386,21.6,15.5,0,I
360 mg/mL,1:08,3,C,3C,12,47.78683452,100,21.4,0,0,I
360 mg/mL,1:08,3,C,3C,16,55.81074666,95.39678508,19.9,6.8,0,I
360 mg/mL,1:08,3,C,3C,20,52.69175198,73.9824336,20.5,15.8,0,I
360 mg/mL,1:08,3,C,3C,24,47.22494386,93.2674714,21.5,8.7,0,I
360 mg/mL,1:08,3,C,3C,28,62.1599484,91.31029427,18.6,9.8,0,I
360 mg/mL,1:08,3,C,3C,32,90.25853515,52.16022395,10.3,20.6,0,I
360 mg/mL,1:08,3,C,3C,36,62.6254228,69.22055933,18.5,17,1,I
360 mg/mL,1:08,3,C,3C,40,60.74397673,75.83418062,18.9,15.3,37,I
360 mg/mL,1:08,3,C,3C,44,70.04563546,85.08421244,16.8,12.4,18,I
360 mg/mL,1:08,3,C,3C,48,67.53233367,63.54662846,17.4,18.3,56,I
360 mg/mL,1:08,3,C,3C,52,52.69175198,41.4184226,20.5,22.5,0,I
360 mg/mL,1:08,3,C,3C,56,47.22494386,30.09600373,21.5,24.3,0,I
360 mg/mL,1:08,3,C,3C,60,42.60712698,20.50195455,22.3,25.7,0,I
360 mg/mL,1:08,3,C,3C,64,35.2675847,23.31424166,23.5,25.3,0,I
360 mg/mL,1:08,3,C,3C,68,50.0005185,87.70287639,21,11.4,3,I
360 mg/mL,1:08,3,C,3C,72,68.80327034,42.60712698,17.1,22.3,3,I
360 mg/mL,1:08,3,C,3C,76,68.38280672,42.60712698,17.2,22.3,0,I
360 mg/mL,1:04,4,C,4C,4,40.21594509,42.01449416,22.7,22.4,0,I
360 mg/mL,1:04,4,C,4C,8,18.35514784,40.21594509,26,22.7,0,I
360 mg/mL,1:04,4,C,4C,12,53.74476379,100,20.3,0,0,I
360 mg/mL,1:04,4,C,4C,16,37.14925741,76.19529094,23.2,15.2,0,I
360 mg/mL,1:04,4,C,4C,20,42.01449416,68.80327034,22.4,17.1,0,I
360 mg/mL,1:04,4,C,4C,24,47.22494386,75.46999848,21.5,15.4,0,I
360 mg/mL,1:04,4,C,4C,28,60.74397673,67.95916299,18.9,17.3,15,I
360 mg/mL,1:04,4,C,4C,32,47.78683452,30.09600373,21.4,24.3,0,I
360 mg/mL,1:04,4,C,4C,36,64.4548781,109.4433801,18.1,0,14,I
360 mg/mL,1:04,4,C,4C,40,57.82360386,100,19.5,0,0,I
360 mg/mL,1:04,4,C,4C,42,27.42580878,32.70983696,24.7,23.9,0,I
360 mg/mL,1:02,5,C,5C,4,52.16022395,65.35021381,20.6,17.9,0,I
360 mg/mL,1:02,5,C,5C,8,50.0005185,55.81074666,21,19.9,0,I
360 mg/mL,1:02,5,C,5C,12,27.42580878,43.1963256,24.7,22.2,0,I
360 mg/mL,1:01,6,C,6C,4,7.13375936,100,27.5,0,0,I
360 mg/mL,1:01,6,C,6C,7,9.443380118,-20.46543275,27.2,30.8,0,I
360 mg/mL,1:00,7,C,7C,3,-19.56930643,54.78441565,30.7,20.1,0,I
180 mg/mL,0:01,8,C,8C,4,52.69175198,64.90415756,20.5,18,0,I
180 mg/mL,0:01,8,C,8C,8,12.47190284,98.63015606,26.8,3.1,0,I
180 mg/mL,0:01,8,C,8C,12,55.81074666,100,19.9,0,0,I
180 mg/mL,0:01,8,C,8C,16,46.0909661,97.89124808,21.7,4.1,0,I
180 mg/mL,0:01,8,C,8C,20,58.81020965,96.95706161,19.3,5.2,0,I
180 mg/mL,0:01,8,C,8C,24,63.54662846,100,18.3,0,0,I
180 mg/mL,0:01,8,C,8C,28,63.08764775,99.42850731,18.4,9.3,0,I
180 mg/mL,0:01,8,C,8C,32,57.32535276,100,19.6,0,0,I
180 mg/mL,0:01,8,C,8C,36,60.26545285,100,19,0,0,I
180 mg/mL,0:01,8,C,8C,40,53.21993032,98.42030964,20.4,3.4,0,I
180 mg/mL,0:01,8,C,8C,44,54.78441565,100,20.1,0,0,I
180 mg/mL,0:01,8,C,8C,48,42.01449416,82.48083642,22.4,13.3,0,I
180 mg/mL,0:01,8,C,8C,52,56.82379618,59.29857439,19.7,19.2,0,I
180 mg/mL,0:01,8,C,8C,56,47.22494386,55.29924381,21.5,20,0,I
180 mg/mL,0:01,8,C,8C,60,42.60712698,66.66909657,22.3,17.6,0,I
180 mg/mL,0:01,8,C,8C,64,44.36443854,18.35514784,22,26,0,I
180 mg/mL,0:01,8,C,8C,68,46.0909661,54.26625728,21.7,20.2,0,I
180 mg/mL,1:16,9,C,9C,4,54.78441565,73.60280398,20.1,15.9,0,I
180 mg/mL,1:16,9,C,9C,8,52.16022395,72.83421799,20.6,16.1,0,I
180 mg/mL,1:16,9,C,9C,12,50.54549345,78.29778024,20.9,14.6,0,I
180 mg/mL,1:16,9,C,9C,16,67.10231334,96.10718347,17.5,6.1,0,I
180 mg/mL,1:16,9,C,9C,20,100,77.95497475,0,14.7,0,I
180 mg/mL,1:16,9,C,9C,21,16.17599664,24.69897905,26.3,25.1,0,I
180 mg/mL,1:08,10,C,10C,4,90.68738017,69.22055933,10.1,17,0,I
180 mg/mL,1:08,10,C,10C,8,62.1599484,68.80327034,18.6,17.1,0,I
180 mg/mL,1:08,10,C,10C,12,72.05315799,100,16.3,0,0,I
180 mg/mL,1:08,10,C,10C,16,76.90831998,93.50478693,15,8.5,0,I
180 mg/mL,1:08,10,C,10C,20,72.05315799,52.16022395,16.3,20.6,0,I
180 mg/mL,1:08,10,C,10C,24,75.83418062,90.04001815,15.3,10.4,24,I
180 mg/mL,1:08,10,C,10C,28,83.07982327,48.3453326,13.1,21.3,4,I
180 mg/mL,1:04,11,C,11C,4,83.95631634,15.44240619,12.8,26.4,0,I
180 mg/mL,1:04,11,C,11C,8,66.23267797,65.79305217,17.7,17.8,0,I
180 mg/mL,1:04,11,C,11C,12,71.25957831,100,16.5,0,59,I
180 mg/mL,1:04,11,C,11C,16,86.68960056,100,11.8,0,0,I
180 mg/mL,1:04,11,C,11C,20,89.13847159,100,10.8,0,1,I
180 mg/mL,1:04,11,C,11C,24,91.31029427,76.19529094,9.8,15.2,4,I
180 mg/mL,1:04,11,C,11C,28,89.59475605,88.19259174,10.6,11.2,0,I
180 mg/mL,1:04,11,C,11C,32,89.81876104,96.3986163,10.5,5.8,7,I
180 mg/mL,1:04,11,C,11C,36,87.45379899,90.897724,11.5,10,23,I
180 mg/mL,1:04,11,C,11C,40,88.4332444,100,11.1,0,1,I
180 mg/mL,1:04,11,C,11C,44,69.22055933,100,17,0,47,I
180 mg/mL,1:04,11,C,11C,48,113.1786098,97.17377751,11.9,10.4,33,I
180 mg/mL,1:02,12,C,12C,4,82.17692572,92.29474795,13.4,9.3,0,I
180 mg/mL,1:02,12,C,12C,8,65.35021381,63.54662846,17.9,18.3,0,I
180 mg/mL,1:02,12,C,12C,12,80.61293879,57.82360386,13.9,19.5,0,I
180 mg/mL,1:02,12,C,12C,15,13.21995798,93.2674714,26.7,8.7,0,I
180 mg/mL,1:01,13,C,13C,4,52.69175198,85.63081384,20.5,12.2,0,I
180 mg/mL,1:01,13,C,13C,8,68.38280672,83.66707474,17.2,12.9,0,I
180 mg/mL,1:01,13,C,13C,12,67.95916299,143.7820946,17.3,0,0,I
180 mg/mL,1:00,14,C,14C,4,42.60712698,97.22366063,22.3,4.9,0,I
180 mg/mL,1:00,14,C,14C,8,8.677153968,68.38280672,27.3,17.2,0,I
180 mg/mL,1:00,14,C,14C,12,64.90415756,63.54662846,18,18.3,0,I
180 mg/mL,1:00,14,C,14C,15,35.89829095,85.08421244,23.4,12.4,8,I
90 mg/mL,0:01,15,C,15C,3,8.677153968,67.53233367,27.3,17.4,0,I
90 mg/mL,1:16,16,C,16C,4,96.30235976,91.51253685,5.9,9.7,0,I
90 mg/mL,1:16,16,C,16C,8,81.87006143,78.6375562,13.5,14.5,0,I
90 mg/mL,1:16,16,C,16C,12,81.24744611,100,13.7,0,0,I
90 mg/mL,1:16,16,C,16C,16,67.10231334,17.63236339,17.5,26.1,0,I
90 mg/mL,1:16,16,C,16C,20,71.25957831,69.22055933,16.5,17,0,I
90 mg/mL,1:16,16,C,16C,24,59.29857439,39.60953012,19.2,22.8,0,I
90 mg/mL,1:16,16,C,16C,28,84.52606488,55.29924381,12.6,20,0,I
90 mg/mL,1:16,16,C,16C,32,73.9824336,18.35514784,15.8,26,0,I
90 mg/mL,1:16,16,C,16C,36,75.46999848,100,15.4,0,0,I
90 mg/mL,1:16,16,C,16C,40,93.2674714,55.81074666,8.7,19.9,0,I
90 mg/mL,1:16,16,C,16C,44,83.95631634,59.78365377,12.8,19.1,0,I
90 mg/mL,1:16,16,C,16C,48,77.26025071,33.99570412,14.9,23.7,0,I
90 mg/mL,1:16,16,C,16C,52,75.1027386,70.45343368,15.5,16.7,0,I
90 mg/mL,1:16,16,C,16C,56,68.38280672,66.66909657,17.2,17.6,0,I
90 mg/mL,1:16,16,C,16C,60,69.22055933,97.04688213,17,5.1,0,I
90 mg/mL,1:16,16,C,16C,64,55.81074666,22.61652767,19.9,25.4,0,I
90 mg/mL,1:16,16,C,16C,68,73.60280398,75.1027386,15.9,15.5,0,I
90 mg/mL,1:16,16,C,16C,72,73.9824336,100,15.8,0,0,I
90 mg/mL,1:16,16,C,16C,76,57.82360386,81.56023706,19.5,13.6,0,I
90 mg/mL,1:16,16,C,16C,80,94.31144486,95.90850083,7.8,6.3,0,I
90 mg/mL,1:16,16,C,16C,84,49.45216987,88.90617683,21.1,10.9,0,I
90 mg/mL,1:16,16,C,16C,88,68.80327034,56.82379618,17.1,19.7,0,I
90 mg/mL,1:16,16,C,16C,92,85.63081384,61.21923053,12.2,18.8,0,I
90 mg/mL,1:16,16,C,16C,96,77.60913361,90.47431986,14.8,10.2,1,I
90 mg/mL,1:16,16,C,16C,100,81.56023706,75.46999848,13.6,15.4,4,I
90 mg/mL,1:16,16,C,16C,104,62.1599484,70.45343368,18.6,16.7,0,I
90 mg/mL,1:16,16,C,16C,112,96.20521322,105.5757487,6,0,0,I
90 mg/mL,1:16,16,C,16C,116,64.90415756,64.4548781,18,18.1,0,I
90 mg/mL,1:16,16,C,16C,120,35.89829095,17.63236339,23.4,26.1,0,I
90 mg/mL,1:16,16,C,16C,124,69.63467919,56.82379618,16.9,19.7,1,I
90 mg/mL,1:16,16,C,16C,128,60.74397673,74.35896202,18.9,15.7,0,I
90 mg/mL,1:16,16,C,16C,132,58.31855448,62.6254228,19.4,18.5,0,I
90 mg/mL,1:16,16,C,16C,136,73.60280398,71.25957831,15.9,16.5,0,I
90 mg/mL,1:16,16,C,16C,140,83.07982327,72.83421799,13.1,16.1,0,I
90 mg/mL,1:16,16,C,16C,144,63.08764775,68.80327034,18.4,17.1,0,I
90 mg/mL,1:16,16,C,16C,148,87.70287639,28.09865641,11.4,24.6,0,I
90 mg/mL,1:16,16,C,16C,152,22.61652767,45.51886968,25.4,21.8,0,I
90 mg/mL,1:08,17,C,17C,4,71.25957831,86.42918834,16.5,11.9,0,I
90 mg/mL,1:08,17,C,17C,8,93.814301,77.95497475,26.2,14.7,0,I
90 mg/mL,1:08,17,C,17C,12,97.13575135,35.89829095,5,23.4,0,I
90 mg/mL,1:08,17,C,17C,16,88.19259174,54.78441565,11.2,20.1,0,I
90 mg/mL,1:08,17,C,17C,20,91.10535935,78.6375562,9.9,14.5,0,I
90 mg/mL,1:08,17,C,17C,24,92.48365248,56.31892913,9.2,19.8,0,I
90 mg/mL,1:08,17,C,17C,28,86.68960056,72.44525011,11.8,16.2,1,I
90 mg/mL,1:08,17,C,17C,32,70.45343368,59.78365377,16.7,19.1,0,I
90 mg/mL,1:08,17,C,17C,36,77.95497475,80.61293879,14.7,13.9,3,I
90 mg/mL,1:08,17,C,17C,40,67.10231334,89.81876104,17.5,10.5,19,I
90 mg/mL,1:08,17,C,17C,44,98.89313593,100,2.7,0,0,I
90 mg/mL,1:08,17,C,17C,48,76.90831998,100,15,0,17,I
90 mg/mL,1:08,17,C,17C,52,53.21993032,76.90831998,20.4,15,0,I
90 mg/mL,1:08,17,C,17C,56,49.45216987,98.76410917,21.1,2.9,0,I
90 mg/mL,1:08,17,C,17C,60,60.26545285,88.4332444,19,11.1,0,I
90 mg/mL,1:08,17,C,17C,64,73.9824336,93.97034611,15.8,8.1,0,I
90 mg/mL,1:08,17,C,17C,68,82.78180008,100,13.2,0,0,I
90 mg/mL,1:04,18,C,18C,4,94.42358369,100,7.7,0,0,I
90 mg/mL,1:04,18,C,18C,8,117.7037132,73.22006737,21.2,16,0,I
90 mg/mL,1:04,18,C,18C,12,99.79681287,100,0.9,0,0,I
90 mg/mL,1:04,18,C,18C,16,99.55310159,107.1337594,1.5,0,0,I
90 mg/mL,1:04,18,C,18C,20,142.0128455,64.90415756,5.7,18,1,I
90 mg/mL,1:04,18,C,18C,24,125.1077104,91.51253685,10.2,9.7,0,I
90 mg/mL,1:04,18,C,18C,28,111.744253,61.69121937,9.1,18.7,0,I
90 mg/mL,1:04,18,C,18C,32,123.1001897,80.93168216,11.6,13.8,0,I
90 mg/mL,1:04,18,C,18C,36,112.6481172,100,11.3,0,0,I
90 mg/mL,1:04,18,C,18C,40,97.56551609,66.23267797,4.5,17.7,0,I
